game_id,player_card1_rank,player_card1_suit,player_card2_rank,player_card2_suit,player_card3_rank,player_card3_suit,player_card_count,banker_card1_rank,banker_card1_suit,banker_card2_rank,banker_card2_suit,banker_card3_rank,banker_card3_suit,banker_card_count,player_final_total,banker_final_total,player_natural,banker_natural,winner
33,4,3,13,0,0,0,2,2,0,7,3,0,0,2,4,9,0,1,0
34,9,3,8,2,0,0,2,1,1,12,1,7,1,3,7,8,0,0,0
35,1,0,3,3,3,0,3,11,1,5,0,0,0,2,7,5,0,0,1
36,5,2,6,0,6,1,3,3,2,2,1,13,1,3,7,5,0,0,1
37,7,1,12,0,0,0,2,9,3,5,2,7,2,3,7,1,0,0,1
38,2,3,6,1,0,0,2,10,0,5,0,0,0,2,8,5,1,0,1
39,2,2,13,0,1,3,3,5,1,9,0,0,0,2,3,4,0,0,0
40,3,1,4,3,0,0,2,7,3,11,0,0,0,2,7,7,0,0,2
41,1,0,4,0,0,0,2,13,1,8,3,0,0,2,5,8,0,1,0
42,11,3,9,1,0,0,2,10,2,2,0,0,0,2,9,2,1,0,1
43,13,3,10,1,5,3,3,2,1,3,3,1,2,3,5,6,0,0,0
44,1,1,3,2,8,0,3,9,2,6,3,0,0,2,2,5,0,0,0
45,12,1,6,0,0,0,2,4,1,3,0,0,0,2,6,7,0,0,0
46,8,1,13,2,0,0,2,12,2,10,3,0,0,2,8,0,1,0,1
47,7,3,12,2,0,0,2,1,3,4,2,2,0,3,7,7,0,0,2
48,1,0,9,2,0,0,2,8,0,13,3,0,0,2,0,8,0,1,0
49,12,3,5,1,5,3,3,9,1,3,1,7,0,3,0,9,0,0,0
50,5,0,7,2,6,2,3,7,1,11,1,0,0,2,8,7,0,0,1
51,13,2,6,0,0,0,2,1,2,1,1,6,3,3,6,8,0,0,0
52,13,1,11,0,12,0,3,4,1,10,2,0,0,2,0,4,0,0,0
53,4,0,3,0,0,0,2,10,3,3,3,12,1,3,7,3,0,0,1
54,11,2,5,2,0,0,2,9,0,10,0,0,0,2,5,9,0,1,0
55,9,3,8,1,0,0,2,2,2,2,1,8,3,3,7,2,0,0,1
56,13,3,9,3,0,0,2,7,3,13,1,0,0,2,9,7,1,0,1
57,9,2,10,2,0,0,2,10,0,7,2,0,0,2,9,7,1,0,1
58,1,0,4,1,0,0,2,1,2,8,1,0,0,2,5,9,0,1,0
59,2,2,13,2,6,0,3,12,3,2,3,4,0,3,8,6,0,0,1
60,9,1,12,0,0,0,2,6,1,13,0,0,0,2,9,6,1,0,1
61,8,2,11,2,0,0,2,3,1,7,1,0,0,2,8,0,1,0,1
62,8,3,3,2,5,0,3,6,3,10,1,0,0,2,6,6,0,0,2
63,9,0,1,1,11,1,3,6,2,10,3,0,0,2,0,6,0,0,0
64,5,3,3,3,0,0,2,12,2,5,2,0,0,2,8,5,1,0,1
65,2,1,1,3,5,1,3,4,2,3,0,0,0,2,8,7,0,0,1
66,11,3,2,3,12,1,3,11,1,1,0,4,0,3,2,5,0,0,0
67,5,0,6,1,12,0,3,10,0,13,3,10,3,3,1,0,0,0,1
68,1,3,5,2,0,0,2,13,1,9,0,0,0,2,6,9,0,1,0
69,6,0,8,2,12,2,3,5,3,1,1,0,0,2,4,6,0,0,0
70,2,1,7,3,0,0,2,11,2,13,0,0,0,2,9,0,1,0,1
71,3,2,3,1,0,0,2,9,1,4,2,10,2,3,6,3,0,0,1
72,4,3,6,2,7,2,3,2,0,11,0,3,0,3,7,5,0,0,1
73,6,3,7,0,2,2,3,4,1,9,3,8,0,3,5,1,0,0,1
74,7,1,1,2,0,0,2,12,3,5,1,0,0,2,8,5,1,0,1
75,10,3,6,1,0,0,2,5,0,4,0,0,0,2,6,9,0,1,0
76,11,0,7,1,0,0,2,3,3,10,1,6,0,3,7,9,0,0,0
77,12,2,5,3,0,0,2,10,0,8,1,0,0,2,5,8,0,1,0
78,2,2,1,1,2,0,3,2,3,8,0,12,0,3,5,0,0,0,1
79,3,0,1,2,0,0,2,1,0,8,2,0,0,2,4,9,0,1,0
80,7,2,13,2,0,0,2,13,0,7,0,0,0,2,7,7,0,0,2
81,5,1,3,2,0,0,2,6,3,3,1,0,0,2,8,9,1,1,0
82,4,3,2,1,0,0,2,9,0,6,2,8,3,3,6,3,0,0,1
83,4,1,12,1,0,0,2,13,3,9,1,0,0,2,4,9,0,1,0
84,9,3,7,3,0,0,2,5,2,9,2,11,3,3,6,4,0,0,1
85,7,2,3,2,1,0,3,1,2,6,3,0,0,2,1,7,0,0,0
86,8,2,10,2,0,0,2,12,3,1,3,0,0,2,8,1,1,0,1
87,11,0,13,3,13,0,3,2,0,11,2,3,0,3,0,5,0,0,0
88,3,3,4,0,0,0,2,12,1,3,1,8,1,3,7,1,0,0,1
89,13,2,13,1,7,3,3,5,3,2,1,0,0,2,7,7,0,0,2
90,9,3,4,2,4,1,3,8,3,6,1,1,1,3,7,5,0,0,1
91,12,2,5,0,7,1,3,11,3,6,2,7,0,3,2,3,0,0,0
92,6,0,8,0,0,0,2,12,0,9,0,0,0,2,4,9,0,1,0
93,5,1,2,3,0,0,2,4,3,10,0,9,2,3,7,3,0,0,1
94,1,1,13,2,7,1,3,9,2,1,0,12,1,3,8,0,0,0,1
95,3,0,6,2,0,0,2,5,2,6,3,0,0,2,9,1,1,0,1
96,11,3,11,0,4,2,3,13,1,4,1,12,2,3,4,4,0,0,2
97,8,3,9,1,0,0,2,6,0,1,2,0,0,2,7,7,0,0,2
98,10,0,5,1,3,3,3,3,2,12,3,13,3,3,8,3,0,0,1
99,8,0,9,3,0,0,2,4,3,5,3,0,0,2,7,9,0,1,0
100,5,0,8,1,7,3,3,2,0,11,2,9,0,3,0,1,0,0,0
101,2,1,2,3,10,2,3,10,3,12,0,3,1,3,4,3,0,0,1
102,13,0,10,1,0,0,2,7,2,1,3,0,0,2,0,8,0,1,0
103,9,2,5,2,5,3,3,13,3,5,1,10,3,3,9,5,0,0,1
104,6,1,11,1,0,0,2,10,1,3,3,4,2,3,6,7,0,0,0
105,10,0,13,1,4,0,3,12,3,12,2,2,3,3,4,2,0,0,1
106,7,0,8,0,9,3,3,2,1,13,0,7,3,3,4,9,0,0,0
107,3,2,8,1,12,1,3,1,2,13,2,1,0,3,1,2,0,0,0
108,4,1,6,2,2,2,3,5,0,1,1,0,0,2,2,6,0,0,0
109,8,3,6,0,9,0,3,2,0,9,1,10,2,3,3,1,0,0,1
110,3,0,11,3,11,2,3,3,1,7,2,1,3,3,3,1,0,0,1
111,4,3,11,1,1,0,3,5,2,12,1,0,0,2,5,5,0,0,2
112,13,3,5,0,3,2,3,10,0,12,2,5,3,3,8,5,0,0,1
113,6,0,12,0,0,0,2,1,1,3,0,4,1,3,6,8,0,0,0
114,10,3,11,2,2,3,3,2,1,1,2,8,1,3,2,1,0,0,1
115,7,1,4,2,3,1,3,8,0,8,3,0,0,2,4,6,0,0,0
116,7,2,7,0,9,0,3,11,0,2,0,13,0,3,3,2,0,0,1
117,10,2,12,3,9,3,3,13,2,6,2,0,0,2,9,6,0,0,1
118,7,3,9,2,0,0,2,1,3,6,3,0,0,2,6,7,0,0,0
119,11,3,13,1,10,1,3,6,1,8,2,0,0,2,0,4,0,0,0
120,12,2,8,2,0,0,2,4,1,6,1,0,0,2,8,0,1,0,1
121,7,2,2,0,0,0,2,4,3,1,3,0,0,2,9,5,1,0,1
122,11,2,8,3,0,0,2,11,0,12,1,0,0,2,8,0,1,0,1
123,1,0,9,2,0,0,2,3,3,6,2,0,0,2,0,9,0,1,0
124,9,0,2,3,5,1,3,13,0,13,3,7,3,3,6,7,0,0,0
125,3,0,13,1,5,3,3,3,1,1,2,2,1,3,8,6,0,0,1
126,7,0,4,0,10,3,3,12,0,11,1,8,0,3,1,8,0,0,0
127,9,3,10,0,0,0,2,6,0,4,2,0,0,2,9,0,1,0,1
128,3,2,2,2,10,2,3,1,1,5,2,0,0,2,5,6,0,0,0
129,2,2,6,3,0,0,2,8,3,13,0,0,0,2,8,8,1,1,2
130,11,3,12,2,5,3,3,7,3,9,3,0,0,2,5,6,0,0,0
131,7,0,6,2,11,2,3,2,0,9,2,6,0,3,3,7,0,0,0
132,9,1,9,0,0,0,2,8,1,11,0,0,0,2,8,8,1,1,2
133,12,0,10,2,8,0,3,3,1,3,0,0,0,2,8,6,0,0,1
134,11,1,4,2,4,1,3,5,0,12,3,6,1,3,8,1,0,0,1
135,10,1,7,2,0,0,2,10,0,8,2,0,0,2,7,8,0,1,0
136,4,3,2,1,0,0,2,3,2,1,3,13,1,3,6,4,0,0,1
137,10,3,4,0,1,1,3,1,0,13,2,7,1,3,5,8,0,0,0
138,8,1,13,2,0,0,2,4,3,11,2,0,0,2,8,4,1,0,1
139,7,2,7,3,1,1,3,12,3,7,1,0,0,2,5,7,0,0,0
140,5,3,2,3,0,0,2,13,1,1,2,8,0,3,7,9,0,0,0
141,12,0,10,3,10,0,3,6,1,13,3,0,0,2,0,6,0,0,0
142,10,1,4,0,11,1,3,6,0,13,0,0,0,2,4,6,0,0,0
143,5,0,2,1,0,0,2,11,0,6,2,0,0,2,7,6,0,0,1
144,4,2,2,0,0,0,2,2,2,9,1,3,0,3,6,4,0,0,1
145,7,0,3,2,9,0,3,12,1,3,1,1,3,3,9,4,0,0,1
146,1,0,8,2,0,0,2,5,1,5,2,0,0,2,9,0,1,0,1
147,3,3,2,0,5,2,3,12,2,10,0,2,2,3,0,2,0,0,0
148,11,2,1,1,0,0,2,3,0,5,3,0,0,2,1,8,0,1,0
149,9,0,8,0,0,0,2,7,3,11,1,0,0,2,7,7,0,0,2
150,11,0,5,0,2,1,3,7,0,10,1,0,0,2,7,7,0,0,2
151,4,3,6,3,0,0,2,10,3,9,3,0,0,2,0,9,0,1,0
152,9,2,12,1,0,0,2,5,1,1,0,0,0,2,9,6,1,0,1
153,2,3,4,1,0,0,2,9,1,6,2,6,0,3,6,1,0,0,1
154,3,2,12,3,4,2,3,4,0,13,1,7,1,3,7,1,0,0,1
155,7,2,1,2,0,0,2,1,3,8,3,0,0,2,8,9,1,1,0
156,11,3,8,1,0,0,2,13,2,6,1,0,0,2,8,6,1,0,1
157,12,2,6,0,0,0,2,1,1,6,3,0,0,2,6,7,0,0,0
158,2,0,9,2,6,1,3,9,1,5,2,11,1,3,7,4,0,0,1
159,4,2,5,1,0,0,2,13,2,10,2,0,0,2,9,0,1,0,1
160,3,0,13,0,2,2,3,4,3,1,2,0,0,2,5,5,0,0,2
161,8,3,12,0,0,0,2,4,0,12,1,0,0,2,8,4,1,0,1
162,10,3,6,2,0,0,2,8,1,11,3,0,0,2,6,8,0,1,0
163,8,0,2,3,5,3,3,3,2,1,3,13,1,3,5,4,0,0,1
164,11,2,2,1,0,0,2,9,0,10,0,0,0,2,2,9,0,1,0
165,7,1,7,0,1,0,3,7,2,8,2,0,0,2,5,5,0,0,2
166,10,1,9,3,0,0,2,3,1,7,3,0,0,2,9,0,1,0,1
167,5,2,12,1,4,0,3,13,3,1,1,1,2,3,9,2,0,0,1
168,12,3,3,2,8,2,3,7,3,5,0,11,3,3,1,2,0,0,0
169,2,3,1,0,0,0,2,11,1,8,3,0,0,2,3,8,0,1,0
170,11,2,7,0,0,0,2,7,1,1,3,0,0,2,7,8,0,1,0
171,10,3,2,2,7,2,3,8,1,3,0,6,1,3,9,7,0,0,1
172,5,3,5,1,0,0,2,9,3,9,0,0,0,2,0,8,0,1,0
173,10,1,2,0,12,2,3,2,1,12,0,9,1,3,2,1,0,0,1
174,3,3,4,2,0,0,2,10,2,6,2,0,0,2,7,6,0,0,1
175,13,2,10,0,8,0,3,6,0,6,3,9,2,3,8,1,0,0,1
176,7,1,7,3,0,0,2,9,3,10,1,0,0,2,4,9,0,1,0
177,4,0,1,0,5,3,3,11,1,12,0,8,3,3,0,8,0,0,0
178,9,0,4,1,3,2,3,12,2,3,1,2,1,3,6,5,0,0,1
179,8,0,10,3,0,0,2,1,3,9,1,0,0,2,8,0,1,0,1
180,13,2,13,3,9,2,3,1,1,10,2,10,0,3,9,1,0,0,1
181,5,2,7,2,4,2,3,5,1,1,2,0,0,2,6,6,0,0,2
182,3,0,2,0,6,2,3,11,3,2,3,6,0,3,1,8,0,0,0
183,8,2,6,3,12,1,3,2,2,4,3,0,0,2,4,6,0,0,0
184,11,2,6,1,0,0,2,3,3,13,1,12,3,3,6,3,0,0,1
185,10,2,13,2,0,0,2,7,3,1,0,0,0,2,0,8,0,1,0
186,4,3,5,1,0,0,2,3,2,11,3,0,0,2,9,3,1,0,1
187,12,2,7,0,0,0,2,9,0,11,2,0,0,2,7,9,0,1,0
188,1,2,2,3,0,0,2,1,1,8,3,0,0,2,3,9,0,1,0
189,10,1,13,0,6,0,3,12,1,3,3,6,2,3,6,9,0,0,0
190,1,3,2,2,10,3,3,2,1,4,0,0,0,2,3,6,0,0,0
191,5,2,9,1,10,0,3,3,1,13,1,4,2,3,4,7,0,0,0
192,11,1,7,1,0,0,2,8,1,3,0,7,2,3,7,8,0,0,0
193,9,2,8,0,0,0,2,4,1,12,0,9,3,3,7,3,0,0,1
194,1,0,10,1,3,2,3,13,2,13,3,4,3,3,4,4,0,0,2
195,4,0,9,0,0,0,2,1,2,8,1,0,0,2,3,9,0,1,0
196,1,1,12,1,5,2,3,6,2,6,3,7,1,3,6,9,0,0,0
197,10,2,3,1,0,0,2,9,3,9,2,0,0,2,3,8,0,1,0
198,2,2,5,1,0,0,2,9,1,8,0,0,0,2,7,7,0,0,2
199,12,0,7,3,0,0,2,11,2,10,0,13,0,3,7,0,0,0,1
200,8,3,11,3,0,0,2,3,3,4,1,0,0,2,8,7,1,0,1
201,10,3,5,3,1,3,3,5,0,6,1,2,1,3,6,3,0,0,1
202,11,0,8,2,0,0,2,3,0,11,1,0,0,2,8,3,1,0,1
203,1,2,1,1,5,3,3,13,1,3,2,9,2,3,7,2,0,0,1
204,12,1,7,2,0,0,2,6,1,8,3,4,1,3,7,8,0,0,0
205,11,3,3,1,11,0,3,2,0,9,0,2,1,3,3,3,0,0,2
206,12,2,6,0,0,0,2,8,0,9,1,0,0,2,6,7,0,0,0
207,4,2,9,3,0,0,2,5,1,3,0,0,0,2,3,8,0,1,0
208,11,2,10,1,0,0,2,4,0,5,2,0,0,2,0,9,0,1,0
209,1,0,2,3,7,0,3,4,3,10,3,10,2,3,0,4,0,0,0
210,8,1,8,2,0,0,2,12,3,13,0,7,3,3,6,7,0,0,0
211,6,2,13,3,0,0,2,2,2,7,1,0,0,2,6,9,0,1,0
212,10,1,1,0,6,3,3,2,3,13,2,5,0,3,7,7,0,0,2
213,8,1,9,3,0,0,2,11,3,13,3,9,0,3,7,9,0,0,0
214,5,1,10,2,4,3,3,7,0,8,0,3,3,3,9,8,0,0,1
215,2,1,11,1,6,1,3,4,0,1,3,2,2,3,8,7,0,0,1
216,3,1,6,2,0,0,2,12,0,13,1,0,0,2,9,0,1,0,1
217,11,0,3,0,5,2,3,10,0,11,2,8,2,3,8,8,0,0,2
218,6,0,13,0,0,0,2,3,2,5,3,0,0,2,6,8,0,1,0
219,12,2,1,2,7,2,3,1,1,9,1,7,3,3,8,7,0,0,1
220,10,2,8,2,0,0,2,6,2,3,0,0,0,2,8,9,1,1,0
221,3,1,12,3,12,1,3,2,1,13,0,12,2,3,3,2,0,0,1
222,9,3,3,2,2,3,3,6,3,5,2,10,1,3,4,1,0,0,1
223,2,2,4,3,0,0,2,11,0,13,1,4,1,3,6,4,0,0,1
224,6,1,6,0,1,1,3,8,3,9,2,0,0,2,3,7,0,0,0
225,1,2,7,3,0,0,2,5,1,8,1,0,0,2,8,3,1,0,1
226,5,0,13,3,10,0,3,11,3,11,2,12,0,3,5,0,0,0,1
227,1,0,11,1,2,0,3,3,3,10,3,9,1,3,3,2,0,0,1
228,13,2,7,0,0,0,2,8,0,7,2,9,0,3,7,4,0,0,1
229,12,1,11,2,10,0,3,4,0,11,1,0,0,2,0,4,0,0,0
230,10,1,13,3,2,2,3,13,0,3,2,4,3,3,2,7,0,0,0
231,7,2,3,1,8,0,3,7,1,9,3,0,0,2,8,6,0,0,1
232,2,3,10,3,5,2,3,6,3,6,2,7,0,3,7,9,0,0,0
233,9,1,1,2,11,3,3,12,3,12,2,1,1,3,0,1,0,0,0
234,10,2,7,3,0,0,2,1,3,6,0,0,0,2,7,7,0,0,2
235,4,2,3,3,0,0,2,8,3,9,2,0,0,2,7,7,0,0,2
236,5,3,11,0,8,2,3,4,1,2,0,0,0,2,3,6,0,0,0
237,12,0,5,0,3,0,3,13,1,6,1,0,0,2,8,6,0,0,1
238,9,1,10,2,0,0,2,2,2,5,0,0,0,2,9,7,1,0,1
239,4,3,6,2,7,3,3,6,0,5,2,2,3,3,7,3,0,0,1
240,4,1,13,1,0,0,2,1,2,8,2,0,0,2,4,9,0,1,0
241,3,2,12,3,11,3,3,5,1,8,0,4,0,3,3,7,0,0,0
242,10,1,1,3,12,0,3,9,2,7,1,0,0,2,1,6,0,0,0
243,12,1,2,0,9,3,3,1,1,13,3,5,3,3,1,6,0,0,0
244,12,2,3,1,11,2,3,6,3,13,2,0,0,2,3,6,0,0,0
245,10,0,11,1,1,0,3,10,3,3,3,3,0,3,1,6,0,0,0
246,8,3,13,0,0,0,2,4,2,11,0,0,0,2,8,4,1,0,1
247,6,1,9,1,0,0,2,11,0,8,3,0,0,2,5,8,0,1,0
248,10,1,11,3,9,3,3,4,1,9,2,13,2,3,9,3,0,0,1
249,9,0,4,0,7,3,3,10,0,2,0,13,3,3,0,2,0,0,0
250,3,3,11,2,0,0,2,3,0,5,2,0,0,2,3,8,0,1,0
251,11,1,12,0,0,0,2,6,0,2,3,0,0,2,0,8,0,1,0
252,10,2,1,3,8,1,3,13,0,1,1,12,1,3,9,1,0,0,1
253,13,1,12,2,7,0,3,7,2,3,2,4,2,3,7,4,0,0,1
254,5,1,12,3,8,2,3,3,1,1,2,0,0,2,3,4,0,0,0
255,6,2,6,3,8,0,3,2,1,4,3,0,0,2,0,6,0,0,0
256,10,1,3,1,3,3,3,6,0,6,1,8,1,3,6,0,0,0,1
257,4,2,5,1,0,0,2,5,0,1,2,0,0,2,9,6,1,0,1
258,12,1,9,0,0,0,2,3,2,6,3,0,0,2,9,9,1,1,2
259,3,0,7,2,1,3,3,13,0,7,3,0,0,2,1,7,0,0,0
260,1,0,13,1,0,0,2,11,2,9,2,0,0,2,1,9,0,1,0
261,4,1,9,3,0,0,2,13,2,8,0,0,0,2,3,8,0,1,0
262,4,0,2,1,0,0,2,2,3,7,1,0,0,2,6,9,0,1,0
263,10,0,9,1,0,0,2,5,3,2,0,0,0,2,9,7,1,0,1
264,5,2,11,0,11,3,3,10,3,12,2,1,1,3,5,1,0,0,1
265,11,1,13,3,8,2,3,4,3,12,3,0,0,2,8,4,0,0,1
266,10,0,1,3,6,3,3,10,2,12,3,9,0,3,7,9,0,0,0
267,3,3,9,2,13,1,3,13,0,4,3,0,0,2,2,4,0,0,0
268,2,3,8,2,5,3,3,2,0,2,2,8,3,3,5,2,0,0,1
269,12,0,5,0,0,0,2,5,1,4,2,0,0,2,5,9,0,1,0
270,6,2,12,1,0,0,2,1,2,7,2,0,0,2,6,8,0,1,0
271,13,3,8,1,0,0,2,11,2,7,0,0,0,2,8,7,1,0,1
272,6,1,3,1,0,0,2,10,3,4,0,0,0,2,9,4,1,0,1
273,13,2,2,1,1,0,3,3,0,4,1,0,0,2,3,7,0,0,0
274,11,1,1,1,9,1,3,11,3,5,2,0,0,2,0,5,0,0,0
275,5,3,7,2,12,0,3,1,3,3,3,0,0,2,2,4,0,0,0
276,9,3,4,0,6,2,3,12,1,6,0,5,1,3,9,1,0,0,1
277,3,1,2,3,3,0,3,2,0,9,0,11,1,3,8,1,0,0,1
278,6,1,3,2,0,0,2,13,3,10,1,0,0,2,9,0,1,0,1
279,13,0,1,0,9,1,3,13,2,7,3,0,0,2,0,7,0,0,0
280,7,1,8,3,5,2,3,4,1,11,2,1,2,3,0,5,0,0,0
281,9,2,2,1,4,3,3,12,2,10,2,8,0,3,5,8,0,0,0
282,12,3,8,1,0,0,2,11,3,8,2,0,0,2,8,8,1,1,2
283,10,0,10,3,2,2,3,1,1,4,2,0,0,2,2,5,0,0,0
284,3,3,1,1,1,0,3,4,0,9,0,4,2,3,5,7,0,0,0
285,6,3,13,3,0,0,2,10,3,7,2,0,0,2,6,7,0,0,0
286,11,1,11,2,7,3,3,5,2,13,1,3,0,3,7,8,0,0,0
287,13,0,1,3,6,1,3,8,0,9,3,0,0,2,7,7,0,0,2
288,9,2,11,3,0,0,2,2,2,5,3,0,0,2,9,7,1,0,1
289,9,1,12,1,0,0,2,2,0,5,1,0,0,2,9,7,1,0,1
290,6,0,10,1,0,0,2,10,0,8,2,0,0,2,6,8,0,1,0
291,8,3,12,3,0,0,2,3,1,3,2,0,0,2,8,6,1,0,1
292,5,0,8,1,6,2,3,7,0,7,1,12,0,3,9,4,0,0,1
293,12,2,11,2,8,1,3,10,2,11,3,7,2,3,8,7,0,0,1
294,10,0,10,1,3,0,3,1,2,13,3,2,2,3,3,3,0,0,2
295,7,3,2,1,0,0,2,7,1,4,0,0,0,2,9,1,1,0,1
296,5,0,7,0,0,0,2,8,2,1,0,0,0,2,2,9,0,1,0
297,3,2,3,3,0,0,2,9,1,6,2,11,1,3,6,5,0,0,1
298,1,3,11,0,13,2,3,6,0,9,0,0,0,2,1,5,0,0,0
299,5,1,4,3,0,0,2,2,3,13,1,0,0,2,9,2,1,0,1
300,6,3,1,1,0,0,2,6,1,12,0,0,0,2,7,6,0,0,1
301,9,2,8,3,0,0,2,3,1,9,3,5,3,3,7,7,0,0,2
302,2,0,11,1,8,3,3,6,1,12,2,0,0,2,0,6,0,0,0
303,3,0,7,1,4,2,3,2,2,8,1,10,1,3,4,0,0,0,1
304,10,2,2,1,10,3,3,9,2,1,1,6,0,3,2,6,0,0,0
305,6,3,13,3,0,0,2,3,2,2,3,9,3,3,6,4,0,0,1
306,1,0,4,3,0,0,2,13,2,9,0,0,0,2,5,9,0,1,0
307,6,2,13,1,0,0,2,13,0,11,0,8,2,3,6,8,0,0,0
308,9,1,3,1,1,2,3,5,0,12,3,0,0,2,3,5,0,0,0
309,7,3,5,2,8,0,3,1,3,12,0,3,3,3,0,4,0,0,0
310,7,2,5,3,4,1,3,4,0,11,2,10,0,3,6,4,0,0,1
311,13,1,6,2,0,0,2,3,3,1,0,10,0,3,6,4,0,0,1
312,6,3,7,3,4,3,3,11,2,3,0,11,1,3,7,3,0,0,1
313,11,3,5,2,7,1,3,4,1,1,2,2,2,3,2,7,0,0,0
314,9,2,8,0,0,0,2,12,2,1,1,1,3,3,7,2,0,0,1
315,10,3,9,0,0,0,2,9,1,2,0,0,0,2,9,1,1,0,1
316,10,1,4,0,13,2,3,10,2,5,1,0,0,2,4,5,0,0,0
317,2,1,6,1,0,0,2,11,0,12,1,0,0,2,8,0,1,0,1
318,8,3,13,0,0,0,2,3,1,12,3,0,0,2,8,3,1,0,1
319,9,3,8,1,0,0,2,8,2,12,0,0,0,2,7,8,0,1,0
320,10,1,2,3,2,0,3,4,0,13,3,11,3,3,4,4,0,0,2
321,8,3,10,3,0,0,2,2,2,10,0,0,0,2,8,2,1,0,1
322,13,2,4,1,3,0,3,1,2,13,0,9,3,3,7,0,0,0,1
323,4,2,4,3,0,0,2,6,1,1,0,0,0,2,8,7,1,0,1
324,1,1,8,0,0,0,2,9,0,3,2,0,0,2,9,2,1,0,1
325,12,2,7,0,0,0,2,12,1,6,0,0,0,2,7,6,0,0,1
326,11,1,8,2,0,0,2,7,2,12,0,0,0,2,8,7,1,0,1
327,12,3,6,3,0,0,2,5,2,9,1,1,3,3,6,5,0,0,1
328,7,1,3,3,3,1,3,2,1,5,3,0,0,2,3,7,0,0,0
329,9,2,10,2,0,0,2,8,1,5,0,0,0,2,9,3,1,0,1
330,12,2,1,3,2,2,3,13,1,4,3,13,0,3,3,4,0,0,0
331,3,1,6,3,0,0,2,9,2,4,2,0,0,2,9,3,1,0,1
332,1,0,2,0,0,0,2,7,0,1,2,0,0,2,3,8,0,1,0
333,8,0,13,2,0,0,2,4,1,8,1,0,0,2,8,2,1,0,1
334,12,3,9,1,0,0,2,5,2,3,3,0,0,2,9,8,1,1,1
335,6,2,8,3,10,2,3,12,1,10,3,11,2,3,4,0,0,0,1
336,3,2,9,0,12,0,3,8,2,5,1,1,1,3,2,4,0,0,0
337,7,1,6,1,11,0,3,2,3,10,1,10,0,3,3,2,0,0,1
338,5,3,7,3,0,0,2,4,0,5,0,0,0,2,2,9,0,1,0
339,10,0,10,3,10,1,3,10,2,7,0,0,0,2,0,7,0,0,0
340,5,0,12,2,6,2,3,13,3,5,3,4,1,3,1,9,0,0,0
341,3,3,2,0,5,1,3,11,1,4,0,6,1,3,0,0,0,0,2
342,1,3,8,3,0,0,2,6,0,3,1,0,0,2,9,9,1,1,2
