game_id,player_card1_rank,player_card1_suit,player_card2_rank,player_card2_suit,player_card3_rank,player_card3_suit,player_card_count,banker_card1_rank,banker_card1_suit,banker_card2_rank,banker_card2_suit,banker_card3_rank,banker_card3_suit,banker_card_count,player_final_total,banker_final_total,player_natural,banker_natural,winner
136,5,1,3,0,0,0,2,7,1,5,3,0,0,2,8,2,1,0,1
137,13,1,12,2,1,0,3,12,3,3,3,13,3,3,1,3,0,0,0
138,12,0,8,1,0,0,2,10,1,4,0,0,0,2,8,4,1,0,1
139,13,0,11,0,2,3,3,6,2,9,1,0,0,2,2,5,0,0,0
140,11,2,9,3,0,0,2,10,0,13,2,0,0,2,9,0,1,0,1
141,4,3,12,1,0,0,2,6,3,3,1,0,0,2,4,9,0,1,0
142,1,2,1,3,8,0,3,5,2,8,3,0,0,2,0,3,0,0,0
143,11,2,12,0,4,1,3,13,1,13,0,5,0,3,4,5,0,0,0
144,12,2,3,0,2,1,3,3,1,9,1,5,2,3,5,7,0,0,0
145,1,2,8,2,0,0,2,13,2,8,1,0,0,2,9,8,1,1,1
146,2,3,9,2,5,3,3,1,1,6,2,0,0,2,6,7,0,0,0
147,2,0,11,0,6,0,3,10,2,2,2,10,0,3,8,2,0,0,1
148,8,3,5,1,6,1,3,10,1,11,1,7,2,3,9,7,0,0,1
149,3,2,7,0,0,0,2,4,0,4,3,0,0,2,0,8,0,1,0
150,10,3,3,3,12,3,3,9,0,7,1,0,0,2,3,6,0,0,0
151,1,0,12,1,0,0,2,8,0,11,3,0,0,2,1,8,0,1,0
152,8,3,6,2,7,0,3,9,2,4,0,7,1,3,1,0,0,0,1
153,2,1,8,2,6,3,3,11,0,7,2,0,0,2,6,7,0,0,0
154,11,3,8,0,0,0,2,9,0,4,3,0,0,2,8,3,1,0,1
155,7,3,11,2,0,0,2,1,1,3,3,2,0,3,7,6,0,0,1
156,13,1,11,1,13,3,3,6,0,4,1,1,3,3,0,1,0,0,0
157,2,3,10,3,10,0,3,4,2,1,0,0,0,2,2,5,0,0,0
158,5,0,3,0,0,0,2,3,2,13,2,0,0,2,8,3,1,0,1
159,5,3,12,2,0,0,2,9,3,9,1,0,0,2,5,8,0,1,0
160,10,1,6,1,0,0,2,8,1,12,0,0,0,2,6,8,0,1,0
161,12,2,5,2,6,0,3,7,3,9,2,7,1,3,1,3,0,0,0
162,12,3,10,2,10,3,3,8,0,8,2,0,0,2,0,6,0,0,0
163,4,3,9,1,0,0,2,11,1,9,3,0,0,2,3,9,0,1,0
164,11,3,13,1,13,2,3,11,0,10,1,4,2,3,0,4,0,0,0
165,3,3,13,0,10,0,3,3,2,8,1,2,2,3,3,3,0,0,2
166,4,1,1,3,7,0,3,1,0,5,1,12,0,3,2,6,0,0,0
167,12,1,6,3,0,0,2,2,3,1,1,5,0,3,6,8,0,0,0
168,3,0,2,0,3,1,3,4,0,6,1,11,2,3,8,0,0,0,1
169,13,2,12,0,10,2,3,13,0,5,0,0,0,2,0,5,0,0,0
170,1,0,10,1,8,2,3,9,2,2,2,3,2,3,9,4,0,0,1
171,7,0,1,1,0,0,2,11,1,12,1,0,0,2,8,0,1,0,1
172,2,3,4,1,0,0,2,4,2,5,3,0,0,2,6,9,0,1,0
173,7,2,7,3,5,2,3,7,1,4,0,11,3,3,9,1,0,0,1
174,10,3,5,1,4,3,3,9,0,6,2,11,0,3,9,5,0,0,1
175,6,1,8,0,13,3,3,8,3,3,0,11,2,3,4,1,0,0,1
176,8,1,6,0,10,0,3,12,3,13,1,1,3,3,4,1,0,0,1
177,7,1,4,3,0,0,2,13,3,8,2,0,0,2,1,8,0,1,0
178,3,0,1,3,3,1,3,6,1,12,3,0,0,2,7,6,0,0,1
179,9,1,11,0,0,0,2,2,0,3,3,0,0,2,9,5,1,0,1
180,11,2,4,0,0,0,2,10,3,8,3,0,0,2,4,8,0,1,0
181,7,2,8,0,4,1,3,12,2,11,3,13,1,3,9,0,0,0,1
182,1,0,10,2,12,0,3,8,1,5,3,6,3,3,1,9,0,0,0
183,2,3,1,2,9,0,3,10,1,3,2,2,2,3,2,5,0,0,0
184,7,3,2,1,0,0,2,13,2,9,3,0,0,2,9,9,1,1,2
185,1,1,13,0,4,2,3,5,0,5,2,6,0,3,5,6,0,0,0
186,8,1,13,0,0,0,2,5,3,12,2,0,0,2,8,5,1,0,1
187,3,1,10,2,4,0,3,1,1,9,2,6,2,3,7,6,0,0,1
188,10,3,7,2,0,0,2,9,0,4,3,1,3,3,7,4,0,0,1
189,7,0,2,0,0,0,2,3,3,1,2,0,0,2,9,4,1,0,1
190,4,1,11,1,9,1,3,11,0,7,3,0,0,2,3,7,0,0,0
191,6,1,2,3,0,0,2,8,3,13,1,0,0,2,8,8,1,1,2
192,2,2,13,3,1,0,3,6,3,4,2,11,3,3,3,0,0,0,1
193,5,0,12,0,7,1,3,3,0,13,2,8,0,3,2,1,0,0,1
194,8,2,11,2,0,0,2,10,1,5,2,0,0,2,8,5,1,0,1
195,13,0,5,0,8,1,3,8,2,4,3,12,0,3,3,2,0,0,1
196,11,1,12,1,0,0,2,6,2,3,1,0,0,2,0,9,0,1,0
197,2,0,7,3,0,0,2,7,2,10,0,0,0,2,9,7,1,0,1
198,1,3,9,3,10,2,3,9,0,6,3,0,0,2,0,5,0,0,0
199,9,2,9,1,0,0,2,4,1,2,3,0,0,2,8,6,1,0,1
200,3,0,6,1,0,0,2,11,3,5,3,0,0,2,9,5,1,0,1
201,2,1,13,1,7,1,3,11,2,5,2,4,0,3,9,9,0,0,2
202,12,3,8,3,0,0,2,2,2,1,0,0,0,2,8,3,1,0,1
203,10,1,8,0,0,0,2,5,1,6,0,0,0,2,8,1,1,0,1
204,1,2,13,3,12,2,3,3,3,1,1,0,0,2,1,4,0,0,0
205,1,2,11,0,0,0,2,4,0,4,2,0,0,2,1,8,0,1,0
206,7,0,2,2,0,0,2,13,2,9,1,0,0,2,9,9,1,1,2
207,13,3,10,0,5,2,3,13,0,11,1,9,3,3,5,9,0,0,0
208,11,2,2,1,12,1,3,13,1,10,2,6,1,3,2,6,0,0,0
209,12,0,5,1,5,3,3,1,3,9,0,2,3,3,0,2,0,0,0
210,7,3,10,3,0,0,2,12,3,6,0,0,0,2,7,6,0,0,1
211,2,0,9,2,5,0,3,1,1,3,2,3,3,3,6,7,0,0,0
212,8,0,6,2,1,0,3,7,1,12,2,0,0,2,5,7,0,0,0
213,3,0,11,3,3,1,3,6,3,4,1,7,2,3,6,7,0,0,0
214,11,3,2,3,2,0,3,12,3,13,0,2,1,3,4,2,0,0,1
215,12,0,8,3,0,0,2,3,2,9,2,0,0,2,8,2,1,0,1
216,6,0,3,3,0,0,2,9,1,1,2,0,0,2,9,0,1,0,1
217,7,2,7,0,13,2,3,12,2,10,3,3,0,3,4,3,0,0,1
218,7,3,4,3,0,0,2,10,2,8,2,0,0,2,1,8,0,1,0
219,10,1,13,1,0,0,2,5,0,3,1,0,0,2,0,8,0,1,0
220,8,1,6,2,1,0,3,4,2,1,1,0,0,2,5,5,0,0,2
221,10,0,11,0,2,2,3,9,3,5,2,1,3,3,2,5,0,0,0
222,11,2,11,1,7,1,3,12,1,4,1,5,3,3,7,9,0,0,0
223,6,3,8,0,3,3,3,10,1,12,3,11,1,3,7,0,0,0,1
224,7,1,13,3,0,0,2,10,0,12,2,4,1,3,7,4,0,0,1
225,6,1,3,1,0,0,2,10,3,6,0,0,0,2,9,6,1,0,1
226,12,0,5,0,4,0,3,1,0,5,3,0,0,2,9,6,0,0,1
227,2,1,8,3,7,0,3,11,2,10,2,11,3,3,7,0,0,0,1
228,1,3,12,1,0,0,2,9,1,13,0,0,0,2,1,9,0,1,0
229,1,2,13,2,0,0,2,2,2,7,2,0,0,2,1,9,0,1,0
230,9,2,7,3,0,0,2,5,2,9,3,5,1,3,6,9,0,0,0
231,3,2,2,3,1,1,3,3,0,4,2,0,0,2,6,7,0,0,0
232,8,2,11,2,0,0,2,12,0,8,3,0,0,2,8,8,1,1,2
233,5,3,13,2,13,3,3,12,1,11,0,5,0,3,5,5,0,0,2
234,10,0,9,1,0,0,2,4,1,1,2,0,0,2,9,5,1,0,1
235,5,2,4,0,0,0,2,10,3,1,1,0,0,2,9,1,1,0,1
236,4,3,7,2,0,0,2,2,2,6,2,0,0,2,1,8,0,1,0
237,13,0,11,1,5,1,3,1,3,3,0,13,1,3,5,4,0,0,1
238,3,1,9,2,12,3,3,3,2,10,2,9,3,3,2,2,0,0,2
239,1,0,8,0,0,0,2,10,1,12,2,0,0,2,9,0,1,0,1
240,11,3,7,3,0,0,2,8,1,9,0,0,0,2,7,7,0,0,2
241,6,1,2,3,0,0,2,4,2,3,3,0,0,2,8,7,1,0,1
242,4,0,6,2,7,0,3,10,3,12,3,11,2,3,7,0,0,0,1
243,12,0,13,3,10,1,3,4,3,2,2,0,0,2,0,6,0,0,0
244,8,1,12,1,0,0,2,13,1,8,0,0,0,2,8,8,1,1,2
245,3,0,1,2,7,1,3,5,0,12,2,7,3,3,1,2,0,0,0
246,9,2,13,2,0,0,2,11,0,6,0,0,0,2,9,6,1,0,1
247,3,2,9,0,9,3,3,2,1,8,2,9,1,3,1,9,0,0,0
248,6,1,4,2,1,3,3,1,0,3,1,0,0,2,1,4,0,0,0
249,3,3,6,3,0,0,2,2,0,8,3,0,0,2,9,0,1,0,1
250,10,2,5,3,7,2,3,10,0,4,1,1,1,3,2,5,0,0,0
251,10,0,9,1,0,0,2,13,3,13,1,0,0,2,9,0,1,0,1
252,5,3,12,3,2,1,3,2,2,13,2,12,0,3,7,2,0,0,1
253,11,0,6,3,0,0,2,7,0,6,0,4,0,3,6,7,0,0,0
254,11,1,4,3,4,1,3,5,0,2,0,0,0,2,8,7,0,0,1
255,11,2,8,2,0,0,2,1,0,3,3,0,0,2,8,4,1,0,1
256,5,2,11,3,0,0,2,9,2,12,1,0,0,2,5,9,0,1,0
257,3,2,6,1,0,0,2,3,1,10,1,0,0,2,9,3,1,0,1
258,7,3,10,2,0,0,2,10,3,4,2,5,1,3,7,9,0,0,0
259,8,0,1,1,0,0,2,9,0,9,3,0,0,2,9,8,1,1,1
260,8,3,12,2,0,0,2,3,0,6,2,0,0,2,8,9,1,1,0
261,9,2,8,3,0,0,2,2,3,4,2,0,0,2,7,6,0,0,1
262,10,0,6,1,0,0,2,11,2,11,3,3,3,3,6,3,0,0,1
263,1,3,13,2,1,1,3,8,0,9,0,0,0,2,2,7,0,0,0
264,1,0,12,3,7,2,3,11,0,11,1,1,2,3,8,1,0,0,1
265,5,2,6,2,0,0,2,9,3,13,1,0,0,2,1,9,0,1,0
266,12,0,2,2,7,1,3,12,2,10,2,4,3,3,9,4,0,0,1
267,3,1,8,1,12,1,3,7,3,5,3,13,3,3,1,2,0,0,0
268,5,1,6,3,13,0,3,9,1,3,0,10,3,3,1,2,0,0,0
269,7,0,2,0,0,0,2,6,0,8,2,0,0,2,9,4,1,0,1
270,4,2,3,3,0,0,2,3,1,9,2,9,1,3,7,1,0,0,1
271,2,1,1,1,3,0,3,1,0,11,3,7,3,3,6,8,0,0,0
272,2,0,12,2,8,0,3,10,0,13,0,10,1,3,0,0,0,0,2
273,1,3,1,2,13,2,3,10,3,12,1,2,2,3,2,2,0,0,2
274,8,3,10,2,0,0,2,8,2,6,0,0,0,2,8,4,1,0,1
275,9,3,11,2,0,0,2,5,3,4,0,0,0,2,9,9,1,1,2
276,5,2,6,1,3,2,3,6,2,6,3,2,3,3,4,4,0,0,2
277,9,0,7,1,0,0,2,5,0,11,1,7,2,3,6,2,0,0,1
278,7,0,13,3,0,0,2,12,3,5,1,12,0,3,7,5,0,0,1
279,1,0,9,0,9,3,3,1,1,5,3,0,0,2,9,6,0,0,1
280,2,1,11,1,12,0,3,12,1,2,3,2,2,3,2,4,0,0,0
281,12,3,5,1,12,2,3,4,1,8,0,8,3,3,5,0,0,0,1
282,10,3,3,1,11,0,3,7,0,7,2,0,0,2,3,4,0,0,0
283,13,2,10,1,0,0,2,3,0,6,3,0,0,2,0,9,0,1,0
284,2,0,9,1,0,0,2,3,2,6,1,0,0,2,1,9,0,1,0
285,6,0,5,0,13,3,3,7,3,4,3,11,2,3,1,1,0,0,2
286,1,2,8,2,0,0,2,11,3,4,2,0,0,2,9,4,1,0,1
287,10,2,3,3,13,0,3,9,2,5,2,0,0,2,3,4,0,0,0
288,7,1,1,1,0,0,2,13,1,4,0,0,0,2,8,4,1,0,1
289,8,3,5,3,12,2,3,8,1,5,1,3,0,3,3,6,0,0,0
290,4,3,13,3,8,0,3,7,0,3,3,7,2,3,2,7,0,0,0
291,12,0,1,2,6,3,3,2,1,11,1,5,0,3,7,7,0,0,2
292,6,1,12,1,0,0,2,9,1,9,3,0,0,2,6,8,0,1,0
293,2,2,3,1,2,0,3,13,0,11,3,10,2,3,7,0,0,0,1
294,12,3,3,2,9,0,3,13,2,1,0,10,3,3,2,1,0,0,1
295,4,1,7,3,2,3,3,5,2,10,1,0,0,2,3,5,0,0,0
296,6,3,13,0,0,0,2,2,3,13,2,2,2,3,6,4,0,0,1
297,8,2,8,1,0,0,2,11,1,3,3,2,1,3,6,5,0,0,1
298,3,1,12,3,8,3,3,7,1,6,1,0,0,2,1,3,0,0,0
299,11,3,13,1,7,0,3,3,0,11,0,11,2,3,7,3,0,0,1
300,7,3,4,3,6,2,3,5,0,9,2,4,1,3,7,8,0,0,0
301,10,1,12,2,5,1,3,1,1,4,2,9,3,3,5,4,0,0,1
302,9,1,13,3,0,0,2,10,2,7,2,0,0,2,9,7,1,0,1
303,1,2,10,3,0,0,2,12,1,9,0,0,0,2,1,9,0,1,0
304,4,0,6,0,5,2,3,10,0,5,3,3,2,3,5,8,0,0,0
305,10,3,12,0,3,1,3,3,0,7,2,4,0,3,3,4,0,0,0
306,11,1,11,3,1,0,3,9,0,6,3,0,0,2,1,5,0,0,0
307,9,1,8,2,0,0,2,7,1,5,0,1,3,3,7,3,0,0,1
308,6,1,9,3,0,0,2,2,3,7,3,0,0,2,5,9,0,1,0
309,5,2,11,2,13,0,3,6,2,12,1,0,0,2,5,6,0,0,0
310,4,2,1,1,10,2,3,13,1,1,2,12,2,3,5,1,0,0,1
311,2,0,5,3,0,0,2,6,0,13,3,0,0,2,7,6,0,0,1
312,3,3,9,2,10,0,3,4,1,8,3,2,1,3,2,4,0,0,0
313,10,1,12,3,4,3,3,2,2,8,0,8,1,3,4,8,0,0,0
314,11,0,9,2,0,0,2,9,1,6,0,0,0,2,9,5,1,0,1
315,7,2,13,0,0,0,2,11,1,2,3,13,3,3,7,2,0,0,1
316,4,0,13,1,10,2,3,6,1,5,0,12,1,3,4,1,0,0,1
317,12,0,12,2,13,2,3,3,2,2,1,0,0,2,0,5,0,0,0
318,4,2,3,0,0,0,2,10,0,7,1,0,0,2,7,7,0,0,2
319,3,3,1,0,8,2,3,8,3,7,0,0,0,2,2,5,0,0,0
320,10,3,4,3,5,1,3,4,1,6,2,2,0,3,9,2,0,0,1
321,9,0,7,3,0,0,2,8,0,12,3,0,0,2,6,8,0,1,0
322,10,1,1,3,3,1,3,1,2,6,3,0,0,2,4,7,0,0,0
323,3,2,10,0,1,3,3,5,0,13,3,0,0,2,4,5,0,0,0
324,6,3,9,1,1,1,3,3,1,2,1,0,0,2,6,5,0,0,1
325,7,1,9,3,0,0,2,9,2,5,3,10,2,3,6,4,0,0,1
326,13,1,11,0,9,0,3,6,2,1,0,0,0,2,9,7,0,0,1
327,13,0,2,2,4,1,3,4,0,11,1,10,1,3,6,4,0,0,1
328,11,3,13,2,7,0,3,11,2,5,1,8,1,3,7,3,0,0,1
329,12,3,8,2,0,0,2,7,3,4,3,0,0,2,8,1,1,0,1
330,12,1,8,3,0,0,2,8,0,7,2,0,0,2,8,5,1,0,1
331,6,1,1,2,0,0,2,2,3,3,3,2,0,3,7,7,0,0,2
332,5,1,11,0,1,0,3,6,3,10,2,0,0,2,6,6,0,0,2
333,2,2,11,2,7,1,3,6,1,7,0,8,0,3,9,1,0,0,1
334,11,3,3,0,4,1,3,8,2,4,3,7,2,3,7,9,0,0,0
335,11,1,10,1,6,0,3,1,2,2,0,12,1,3,6,3,0,0,1
336,5,3,13,0,13,2,3,9,3,7,3,0,0,2,5,6,0,0,0
337,12,0,6,2,0,0,2,2,3,5,2,0,0,2,6,7,0,0,0
338,5,0,10,0,3,3,3,4,0,9,1,8,3,3,8,1,0,0,1
339,9,0,13,1,0,0,2,4,2,10,3,0,0,2,9,4,1,0,1
340,12,2,3,1,1,3,3,3,2,9,2,12,3,3,4,2,0,0,1
341,7,3,2,3,0,0,2,6,2,2,0,0,0,2,9,8,1,1,1
342,13,2,9,0,0,0,2,10,0,5,2,0,0,2,9,5,1,0,1
